2024-03-19 20:28:05 : scalar : MinMaxScalar
2024-03-19 20:28:05 : train test split : 0.25
2024-03-19 20:28:05 : random state : 15
2024-03-19 20:28:05 : epochs : 100
2024-03-19 20:28:05 : learning rate : 0.01
2024-03-19 20:28:05 : activation function : sigmoid
2024-03-19 20:28:05 : loss function : mean_squared_error
2024-03-19 20:28:05 : Optimizer : None

2024-03-19 20:28:05 : The accuracy and error with respect to the epochs
Epoch : 1 	 Error : 0.267909 	 Accuracy : 0.631737
Epoch : 2 	 Error : 0.239931 	 Accuracy : 0.631737
Epoch : 3 	 Error : 0.239845 	 Accuracy : 0.631737
Epoch : 4 	 Error : 0.239766 	 Accuracy : 0.631737
Epoch : 5 	 Error : 0.239691 	 Accuracy : 0.631737
Epoch : 6 	 Error : 0.239622 	 Accuracy : 0.631737
Epoch : 7 	 Error : 0.239556 	 Accuracy : 0.631737
Epoch : 8 	 Error : 0.239495 	 Accuracy : 0.631737
Epoch : 9 	 Error : 0.239436 	 Accuracy : 0.631737
Epoch : 10 	 Error : 0.239381 	 Accuracy : 0.631737
Epoch : 11 	 Error : 0.239328 	 Accuracy : 0.631737
Epoch : 12 	 Error : 0.239277 	 Accuracy : 0.631737
Epoch : 13 	 Error : 0.239229 	 Accuracy : 0.631737
Epoch : 14 	 Error : 0.239182 	 Accuracy : 0.631737
Epoch : 15 	 Error : 0.239137 	 Accuracy : 0.631737
Epoch : 16 	 Error : 0.239093 	 Accuracy : 0.631737
Epoch : 17 	 Error : 0.239051 	 Accuracy : 0.631737
Epoch : 18 	 Error : 0.239009 	 Accuracy : 0.631737
Epoch : 19 	 Error : 0.238969 	 Accuracy : 0.631737
Epoch : 20 	 Error : 0.238929 	 Accuracy : 0.631737
Epoch : 21 	 Error : 0.23889 	 Accuracy : 0.631737
Epoch : 22 	 Error : 0.238851 	 Accuracy : 0.631737
Epoch : 23 	 Error : 0.238813 	 Accuracy : 0.631737
Epoch : 24 	 Error : 0.238775 	 Accuracy : 0.631737
Epoch : 25 	 Error : 0.238738 	 Accuracy : 0.631737
Epoch : 26 	 Error : 0.2387 	 Accuracy : 0.631737
Epoch : 27 	 Error : 0.238662 	 Accuracy : 0.631737
Epoch : 28 	 Error : 0.238625 	 Accuracy : 0.631737
Epoch : 29 	 Error : 0.238587 	 Accuracy : 0.631737
Epoch : 30 	 Error : 0.238548 	 Accuracy : 0.631737
Epoch : 31 	 Error : 0.23851 	 Accuracy : 0.631737
Epoch : 32 	 Error : 0.238471 	 Accuracy : 0.631737
Epoch : 33 	 Error : 0.238431 	 Accuracy : 0.631737
Epoch : 34 	 Error : 0.23839 	 Accuracy : 0.631737
Epoch : 35 	 Error : 0.238349 	 Accuracy : 0.631737
Epoch : 36 	 Error : 0.238306 	 Accuracy : 0.631737
Epoch : 37 	 Error : 0.238262 	 Accuracy : 0.631737
Epoch : 38 	 Error : 0.238217 	 Accuracy : 0.631737
Epoch : 39 	 Error : 0.238171 	 Accuracy : 0.631737
Epoch : 40 	 Error : 0.238123 	 Accuracy : 0.631737
Epoch : 41 	 Error : 0.238074 	 Accuracy : 0.631737
Epoch : 42 	 Error : 0.238022 	 Accuracy : 0.631737
Epoch : 43 	 Error : 0.237969 	 Accuracy : 0.631737
Epoch : 44 	 Error : 0.237913 	 Accuracy : 0.631737
Epoch : 45 	 Error : 0.237854 	 Accuracy : 0.631737
Epoch : 46 	 Error : 0.237793 	 Accuracy : 0.631737
Epoch : 47 	 Error : 0.237729 	 Accuracy : 0.631737
