2024-03-19 20:30:25 : scalar : MinMaxScalar
2024-03-19 20:30:25 : train test split : 0.25
2024-03-19 20:30:25 : random state : 15
2024-03-19 20:30:25 : epochs : 1000
2024-03-19 20:30:25 : learning rate : 0.01
2024-03-19 20:30:25 : activation function : sigmoid
2024-03-19 20:30:25 : loss function : mean_squared_error
2024-03-19 20:30:25 : Optimizer : SGDMomentum

2024-03-19 20:30:25 : The accuracy and error with respect to the epochs
Epoch : 1 	 Error : 0.339803 	 Accuracy : 0.631737
Epoch : 125 	 Error : 0.150493 	 Accuracy : 0.806886
Epoch : 126 	 Error : 0.150438 	 Accuracy : 0.806886
Epoch : 127 	 Error : 0.150383 	 Accuracy : 0.805389
Epoch : 128 	 Error : 0.150327 	 Accuracy : 0.805389
Epoch : 129 	 Error : 0.150271 	 Accuracy : 0.805389
Epoch : 130 	 Error : 0.150215 	 Accuracy : 0.805389
Epoch : 131 	 Error : 0.150158 	 Accuracy : 0.805389
Epoch : 132 	 Error : 0.150101 	 Accuracy : 0.805389
Epoch : 133 	 Error : 0.150044 	 Accuracy : 0.805389
Epoch : 134 	 Error : 0.149987 	 Accuracy : 0.805389
Epoch : 135 	 Error : 0.149929 	 Accuracy : 0.805389
Epoch : 136 	 Error : 0.149871 	 Accuracy : 0.805389
Epoch : 137 	 Error : 0.149813 	 Accuracy : 0.806886
Epoch : 138 	 Error : 0.149754 	 Accuracy : 0.805389
Epoch : 139 	 Error : 0.149696 	 Accuracy : 0.805389
Epoch : 140 	 Error : 0.149637 	 Accuracy : 0.805389
Epoch : 141 	 Error : 0.149578 	 Accuracy : 0.805389
Epoch : 142 	 Error : 0.149518 	 Accuracy : 0.806886
Epoch : 143 	 Error : 0.149458 	 Accuracy : 0.806886
Epoch : 144 	 Error : 0.149398 	 Accuracy : 0.808383
Epoch : 145 	 Error : 0.149338 	 Accuracy : 0.808383
Epoch : 146 	 Error : 0.149277 	 Accuracy : 0.806886
Epoch : 147 	 Error : 0.149216 	 Accuracy : 0.808383
Epoch : 148 	 Error : 0.149154 	 Accuracy : 0.808383
Epoch : 149 	 Error : 0.149092 	 Accuracy : 0.808383
Epoch : 150 	 Error : 0.149029 	 Accuracy : 0.808383
Epoch : 151 	 Error : 0.148966 	 Accuracy : 0.808383
Epoch : 152 	 Error : 0.148903 	 Accuracy : 0.808383
Epoch : 153 	 Error : 0.148839 	 Accuracy : 0.808383
Epoch : 154 	 Error : 0.148774 	 Accuracy : 0.806886
Epoch : 155 	 Error : 0.148709 	 Accuracy : 0.808383
Epoch : 156 	 Error : 0.148643 	 Accuracy : 0.808383
Epoch : 157 	 Error : 0.148577 	 Accuracy : 0.808383
Epoch : 158 	 Error : 0.14851 	 Accuracy : 0.808383
Epoch : 159 	 Error : 0.148442 	 Accuracy : 0.808383
Epoch : 160 	 Error : 0.148373 	 Accuracy : 0.808383
Epoch : 161 	 Error : 0.148304 	 Accuracy : 0.806886
Epoch : 162 	 Error : 0.148234 	 Accuracy : 0.805389
Epoch : 163 	 Error : 0.148163 	 Accuracy : 0.805389
Epoch : 164 	 Error : 0.148092 	 Accuracy : 0.805389
Epoch : 165 	 Error : 0.148019 	 Accuracy : 0.806886
Epoch : 166 	 Error : 0.147946 	 Accuracy : 0.806886
Epoch : 167 	 Error : 0.147872 	 Accuracy : 0.806886
Epoch : 168 	 Error : 0.147797 	 Accuracy : 0.806886
Epoch : 169 	 Error : 0.147721 	 Accuracy : 0.806886
Epoch : 170 	 Error : 0.147644 	 Accuracy : 0.806886
Epoch : 171 	 Error : 0.147566 	 Accuracy : 0.806886
Epoch : 172 	 Error : 0.147488 	 Accuracy : 0.808383
Epoch : 173 	 Error : 0.147408 	 Accuracy : 0.808383
Epoch : 174 	 Error : 0.147328 	 Accuracy : 0.808383
Epoch : 175 	 Error : 0.147246 	 Accuracy : 0.808383
Epoch : 176 	 Error : 0.147164 	 Accuracy : 0.808383
Epoch : 177 	 Error : 0.147081 	 Accuracy : 0.808383
Epoch : 178 	 Error : 0.146997 	 Accuracy : 0.808383
Epoch : 179 	 Error : 0.146913 	 Accuracy : 0.808383
Epoch : 180 	 Error : 0.146827 	 Accuracy : 0.80988
Epoch : 181 	 Error : 0.146741 	 Accuracy : 0.808383
Epoch : 182 	 Error : 0.146654 	 Accuracy : 0.808383
Epoch : 183 	 Error : 0.146567 	 Accuracy : 0.808383
Epoch : 184 	 Error : 0.146478 	 Accuracy : 0.805389
Epoch : 185 	 Error : 0.14639 	 Accuracy : 0.805389
Epoch : 186 	 Error : 0.146301 	 Accuracy : 0.806886
Epoch : 187 	 Error : 0.146211 	 Accuracy : 0.805389
Epoch : 188 	 Error : 0.146121 	 Accuracy : 0.806886
Epoch : 189 	 Error : 0.146031 	 Accuracy : 0.806886
Epoch : 190 	 Error : 0.14594 	 Accuracy : 0.808383
Epoch : 191 	 Error : 0.145849 	 Accuracy : 0.80988
Epoch : 192 	 Error : 0.145758 	 Accuracy : 0.80988
Epoch : 193 	 Error : 0.145667 	 Accuracy : 0.80988
Epoch : 194 	 Error : 0.145576 	 Accuracy : 0.80988
Epoch : 195 	 Error : 0.145485 	 Accuracy : 0.80988
Epoch : 196 	 Error : 0.145394 	 Accuracy : 0.808383
Epoch : 197 	 Error : 0.145304 	 Accuracy : 0.808383
Epoch : 198 	 Error : 0.145213 	 Accuracy : 0.808383
Epoch : 199 	 Error : 0.145123 	 Accuracy : 0.808383
Epoch : 200 	 Error : 0.145033 	 Accuracy : 0.808383
Epoch : 201 	 Error : 0.144944 	 Accuracy : 0.808383
Epoch : 202 	 Error : 0.144855 	 Accuracy : 0.808383
Epoch : 203 	 Error : 0.144767 	 Accuracy : 0.808383
Epoch : 204 	 Error : 0.144679 	 Accuracy : 0.808383
Epoch : 205 	 Error : 0.144592 	 Accuracy : 0.808383
Epoch : 206 	 Error : 0.144505 	 Accuracy : 0.806886
Epoch : 207 	 Error : 0.144419 	 Accuracy : 0.806886
Epoch : 208 	 Error : 0.144334 	 Accuracy : 0.806886
Epoch : 209 	 Error : 0.14425 	 Accuracy : 0.806886
Epoch : 210 	 Error : 0.144166 	 Accuracy : 0.811377
Epoch : 211 	 Error : 0.144083 	 Accuracy : 0.80988
Epoch : 212 	 Error : 0.144001 	 Accuracy : 0.80988
Epoch : 213 	 Error : 0.14392 	 Accuracy : 0.80988
Epoch : 214 	 Error : 0.14384 	 Accuracy : 0.80988
Epoch : 215 	 Error : 0.143761 	 Accuracy : 0.80988
Epoch : 216 	 Error : 0.143682 	 Accuracy : 0.80988
Epoch : 217 	 Error : 0.143605 	 Accuracy : 0.80988
Epoch : 218 	 Error : 0.143529 	 Accuracy : 0.811377
Epoch : 219 	 Error : 0.143453 	 Accuracy : 0.811377
Epoch : 220 	 Error : 0.143379 	 Accuracy : 0.80988
Epoch : 221 	 Error : 0.143305 	 Accuracy : 0.811377
Epoch : 222 	 Error : 0.143233 	 Accuracy : 0.812874
Epoch : 223 	 Error : 0.143161 	 Accuracy : 0.811377
Epoch : 224 	 Error : 0.143091 	 Accuracy : 0.811377
Epoch : 225 	 Error : 0.143021 	 Accuracy : 0.811377
Epoch : 226 	 Error : 0.142953 	 Accuracy : 0.811377
Epoch : 227 	 Error : 0.142885 	 Accuracy : 0.811377
Epoch : 228 	 Error : 0.142819 	 Accuracy : 0.811377
Epoch : 229 	 Error : 0.142754 	 Accuracy : 0.812874
Epoch : 230 	 Error : 0.142689 	 Accuracy : 0.812874
Epoch : 231 	 Error : 0.142626 	 Accuracy : 0.812874
Epoch : 232 	 Error : 0.142564 	 Accuracy : 0.812874
Epoch : 233 	 Error : 0.142503 	 Accuracy : 0.812874
Epoch : 234 	 Error : 0.142443 	 Accuracy : 0.811377
Epoch : 235 	 Error : 0.142383 	 Accuracy : 0.811377
Epoch : 236 	 Error : 0.142325 	 Accuracy : 0.812874
Epoch : 237 	 Error : 0.142268 	 Accuracy : 0.812874
Epoch : 238 	 Error : 0.142212 	 Accuracy : 0.812874
Epoch : 239 	 Error : 0.142157 	 Accuracy : 0.812874
Epoch : 240 	 Error : 0.142103 	 Accuracy : 0.812874
Epoch : 241 	 Error : 0.142049 	 Accuracy : 0.812874
Epoch : 242 	 Error : 0.141997 	 Accuracy : 0.812874
Epoch : 243 	 Error : 0.141946 	 Accuracy : 0.812874
Epoch : 244 	 Error : 0.141895 	 Accuracy : 0.812874
Epoch : 245 	 Error : 0.141846 	 Accuracy : 0.814371
Epoch : 246 	 Error : 0.141797 	 Accuracy : 0.814371
Epoch : 247 	 Error : 0.141749 	 Accuracy : 0.814371
Epoch : 248 	 Error : 0.141702 	 Accuracy : 0.814371
Epoch : 249 	 Error : 0.141656 	 Accuracy : 0.814371
Epoch : 250 	 Error : 0.141611 	 Accuracy : 0.814371
Epoch : 251 	 Error : 0.141567 	 Accuracy : 0.814371
Epoch : 252 	 Error : 0.141523 	 Accuracy : 0.814371
Epoch : 253 	 Error : 0.141481 	 Accuracy : 0.814371
Epoch : 254 	 Error : 0.141439 	 Accuracy : 0.814371
Epoch : 255 	 Error : 0.141397 	 Accuracy : 0.814371
Epoch : 256 	 Error : 0.141357 	 Accuracy : 0.814371
Epoch : 257 	 Error : 0.141317 	 Accuracy : 0.814371
Epoch : 258 	 Error : 0.141278 	 Accuracy : 0.814371
Epoch : 259 	 Error : 0.141239 	 Accuracy : 0.814371
Epoch : 260 	 Error : 0.141202 	 Accuracy : 0.814371
Epoch : 261 	 Error : 0.141165 	 Accuracy : 0.814371
Epoch : 262 	 Error : 0.141128 	 Accuracy : 0.814371
Epoch : 263 	 Error : 0.141092 	 Accuracy : 0.814371
Epoch : 264 	 Error : 0.141057 	 Accuracy : 0.814371
Epoch : 265 	 Error : 0.141022 	 Accuracy : 0.814371
Epoch : 266 	 Error : 0.140988 	 Accuracy : 0.814371
Epoch : 267 	 Error : 0.140954 	 Accuracy : 0.814371
Epoch : 268 	 Error : 0.140921 	 Accuracy : 0.814371
Epoch : 269 	 Error : 0.140889 	 Accuracy : 0.814371
Epoch : 270 	 Error : 0.140857 	 Accuracy : 0.814371
Epoch : 271 	 Error : 0.140825 	 Accuracy : 0.814371
Epoch : 272 	 Error : 0.140794 	 Accuracy : 0.814371
Epoch : 273 	 Error : 0.140763 	 Accuracy : 0.814371
Epoch : 274 	 Error : 0.140733 	 Accuracy : 0.814371
Epoch : 275 	 Error : 0.140703 	 Accuracy : 0.814371
Epoch : 276 	 Error : 0.140674 	 Accuracy : 0.814371
Epoch : 277 	 Error : 0.140645 	 Accuracy : 0.814371
Epoch : 278 	 Error : 0.140616 	 Accuracy : 0.814371
Epoch : 279 	 Error : 0.140588 	 Accuracy : 0.814371
Epoch : 280 	 Error : 0.14056 	 Accuracy : 0.814371
Epoch : 281 	 Error : 0.140533 	 Accuracy : 0.814371
Epoch : 282 	 Error : 0.140505 	 Accuracy : 0.814371
Epoch : 283 	 Error : 0.140478 	 Accuracy : 0.815868
Epoch : 284 	 Error : 0.140452 	 Accuracy : 0.815868
Epoch : 285 	 Error : 0.140426 	 Accuracy : 0.817365
Epoch : 286 	 Error : 0.1404 	 Accuracy : 0.817365
Epoch : 287 	 Error : 0.140374 	 Accuracy : 0.817365
Epoch : 288 	 Error : 0.140348 	 Accuracy : 0.817365
Epoch : 289 	 Error : 0.140323 	 Accuracy : 0.817365
Epoch : 290 	 Error : 0.140298 	 Accuracy : 0.817365
Epoch : 291 	 Error : 0.140273 	 Accuracy : 0.817365
Epoch : 292 	 Error : 0.140249 	 Accuracy : 0.817365
Epoch : 293 	 Error : 0.140225 	 Accuracy : 0.817365
Epoch : 294 	 Error : 0.140201 	 Accuracy : 0.817365
Epoch : 295 	 Error : 0.140177 	 Accuracy : 0.817365
Epoch : 296 	 Error : 0.140153 	 Accuracy : 0.817365
Epoch : 297 	 Error : 0.14013 	 Accuracy : 0.817365
Epoch : 298 	 Error : 0.140106 	 Accuracy : 0.817365
Epoch : 299 	 Error : 0.140083 	 Accuracy : 0.817365
Epoch : 300 	 Error : 0.14006 	 Accuracy : 0.817365
Epoch : 301 	 Error : 0.140038 	 Accuracy : 0.817365
Epoch : 302 	 Error : 0.140015 	 Accuracy : 0.817365
Epoch : 303 	 Error : 0.139993 	 Accuracy : 0.817365
Epoch : 304 	 Error : 0.13997 	 Accuracy : 0.817365
Epoch : 305 	 Error : 0.139948 	 Accuracy : 0.817365
Epoch : 306 	 Error : 0.139926 	 Accuracy : 0.817365
Epoch : 307 	 Error : 0.139904 	 Accuracy : 0.817365
Epoch : 308 	 Error : 0.139883 	 Accuracy : 0.815868
Epoch : 309 	 Error : 0.139861 	 Accuracy : 0.815868
Epoch : 310 	 Error : 0.139839 	 Accuracy : 0.815868
Epoch : 311 	 Error : 0.139818 	 Accuracy : 0.815868
Epoch : 312 	 Error : 0.139797 	 Accuracy : 0.815868
Epoch : 313 	 Error : 0.139776 	 Accuracy : 0.815868
Epoch : 314 	 Error : 0.139755 	 Accuracy : 0.815868
Epoch : 315 	 Error : 0.139734 	 Accuracy : 0.815868
Epoch : 316 	 Error : 0.139713 	 Accuracy : 0.815868
Epoch : 317 	 Error : 0.139692 	 Accuracy : 0.815868
Epoch : 318 	 Error : 0.139671 	 Accuracy : 0.815868
Epoch : 319 	 Error : 0.13965 	 Accuracy : 0.815868
Epoch : 320 	 Error : 0.13963 	 Accuracy : 0.815868
Epoch : 321 	 Error : 0.139609 	 Accuracy : 0.815868
Epoch : 322 	 Error : 0.139589 	 Accuracy : 0.815868
Epoch : 323 	 Error : 0.139568 	 Accuracy : 0.815868
Epoch : 324 	 Error : 0.139548 	 Accuracy : 0.815868
Epoch : 325 	 Error : 0.139528 	 Accuracy : 0.815868
Epoch : 326 	 Error : 0.139508 	 Accuracy : 0.815868
Epoch : 327 	 Error : 0.139488 	 Accuracy : 0.815868
Epoch : 328 	 Error : 0.139467 	 Accuracy : 0.815868
Epoch : 329 	 Error : 0.139447 	 Accuracy : 0.815868
Epoch : 330 	 Error : 0.139427 	 Accuracy : 0.815868
Epoch : 331 	 Error : 0.139407 	 Accuracy : 0.817365
Epoch : 332 	 Error : 0.139388 	 Accuracy : 0.817365
Epoch : 333 	 Error : 0.139368 	 Accuracy : 0.817365
Epoch : 334 	 Error : 0.139348 	 Accuracy : 0.817365
Epoch : 335 	 Error : 0.139328 	 Accuracy : 0.817365
Epoch : 336 	 Error : 0.139308 	 Accuracy : 0.817365
Epoch : 337 	 Error : 0.139289 	 Accuracy : 0.817365
Epoch : 338 	 Error : 0.139269 	 Accuracy : 0.817365
Epoch : 339 	 Error : 0.139249 	 Accuracy : 0.817365
Epoch : 340 	 Error : 0.13923 	 Accuracy : 0.817365
Epoch : 341 	 Error : 0.13921 	 Accuracy : 0.817365
Epoch : 342 	 Error : 0.13919 	 Accuracy : 0.818862
Epoch : 343 	 Error : 0.139171 	 Accuracy : 0.817365
Epoch : 344 	 Error : 0.139151 	 Accuracy : 0.817365
Epoch : 345 	 Error : 0.139132 	 Accuracy : 0.817365
Epoch : 346 	 Error : 0.139112 	 Accuracy : 0.817365
Epoch : 347 	 Error : 0.139093 	 Accuracy : 0.815868
Epoch : 348 	 Error : 0.139073 	 Accuracy : 0.815868
Epoch : 349 	 Error : 0.139054 	 Accuracy : 0.815868
Epoch : 350 	 Error : 0.139035 	 Accuracy : 0.815868
Epoch : 351 	 Error : 0.139015 	 Accuracy : 0.815868
Epoch : 352 	 Error : 0.138996 	 Accuracy : 0.815868
Epoch : 353 	 Error : 0.138977 	 Accuracy : 0.815868
Epoch : 354 	 Error : 0.138957 	 Accuracy : 0.815868
Epoch : 355 	 Error : 0.138938 	 Accuracy : 0.815868
Epoch : 356 	 Error : 0.138919 	 Accuracy : 0.815868
Epoch : 357 	 Error : 0.138899 	 Accuracy : 0.815868
Epoch : 358 	 Error : 0.13888 	 Accuracy : 0.815868
Epoch : 359 	 Error : 0.138861 	 Accuracy : 0.815868
Epoch : 360 	 Error : 0.138841 	 Accuracy : 0.815868
Epoch : 361 	 Error : 0.138822 	 Accuracy : 0.815868
Epoch : 362 	 Error : 0.138803 	 Accuracy : 0.815868
Epoch : 363 	 Error : 0.138784 	 Accuracy : 0.815868
Epoch : 364 	 Error : 0.138764 	 Accuracy : 0.815868
Epoch : 365 	 Error : 0.138745 	 Accuracy : 0.815868
Epoch : 366 	 Error : 0.138726 	 Accuracy : 0.815868
Epoch : 367 	 Error : 0.138707 	 Accuracy : 0.815868
Epoch : 368 	 Error : 0.138687 	 Accuracy : 0.815868
Epoch : 369 	 Error : 0.138668 	 Accuracy : 0.815868
Epoch : 370 	 Error : 0.138649 	 Accuracy : 0.815868
Epoch : 371 	 Error : 0.13863 	 Accuracy : 0.815868
Epoch : 372 	 Error : 0.138611 	 Accuracy : 0.817365
Epoch : 373 	 Error : 0.138592 	 Accuracy : 0.817365
Epoch : 374 	 Error : 0.138572 	 Accuracy : 0.817365
Epoch : 375 	 Error : 0.138553 	 Accuracy : 0.817365
Epoch : 376 	 Error : 0.138534 	 Accuracy : 0.817365
Epoch : 377 	 Error : 0.138515 	 Accuracy : 0.818862
Epoch : 378 	 Error : 0.138496 	 Accuracy : 0.818862
Epoch : 379 	 Error : 0.138477 	 Accuracy : 0.818862
Epoch : 380 	 Error : 0.138458 	 Accuracy : 0.820359
Epoch : 381 	 Error : 0.138439 	 Accuracy : 0.820359
Epoch : 382 	 Error : 0.13842 	 Accuracy : 0.820359
Epoch : 383 	 Error : 0.138401 	 Accuracy : 0.820359
Epoch : 384 	 Error : 0.138381 	 Accuracy : 0.820359
Epoch : 385 	 Error : 0.138362 	 Accuracy : 0.820359
Epoch : 386 	 Error : 0.138343 	 Accuracy : 0.820359
Epoch : 387 	 Error : 0.138324 	 Accuracy : 0.820359
Epoch : 388 	 Error : 0.138305 	 Accuracy : 0.820359
Epoch : 389 	 Error : 0.138286 	 Accuracy : 0.820359
Epoch : 390 	 Error : 0.138267 	 Accuracy : 0.820359
Epoch : 391 	 Error : 0.138248 	 Accuracy : 0.820359
Epoch : 392 	 Error : 0.138229 	 Accuracy : 0.820359
Epoch : 393 	 Error : 0.13821 	 Accuracy : 0.820359
Epoch : 394 	 Error : 0.138191 	 Accuracy : 0.821856
Epoch : 395 	 Error : 0.138173 	 Accuracy : 0.821856
Epoch : 396 	 Error : 0.138154 	 Accuracy : 0.821856
Epoch : 397 	 Error : 0.138135 	 Accuracy : 0.821856
Epoch : 398 	 Error : 0.138116 	 Accuracy : 0.821856
Epoch : 399 	 Error : 0.138097 	 Accuracy : 0.821856
Epoch : 400 	 Error : 0.138078 	 Accuracy : 0.821856
Epoch : 401 	 Error : 0.138059 	 Accuracy : 0.821856
Epoch : 402 	 Error : 0.13804 	 Accuracy : 0.821856
Epoch : 403 	 Error : 0.138022 	 Accuracy : 0.821856
Epoch : 404 	 Error : 0.138003 	 Accuracy : 0.821856
Epoch : 405 	 Error : 0.137984 	 Accuracy : 0.821856
Epoch : 406 	 Error : 0.137965 	 Accuracy : 0.823353
Epoch : 407 	 Error : 0.137947 	 Accuracy : 0.823353
Epoch : 408 	 Error : 0.137928 	 Accuracy : 0.823353
Epoch : 409 	 Error : 0.137909 	 Accuracy : 0.823353
