2024-03-19 20:49:54 : scalar : MinMaxScalar
2024-03-19 20:49:54 : train test split : 0.25
2024-03-19 20:49:54 : random state : 15
2024-03-19 20:49:54 : epochs : 1000
2024-03-19 20:49:54 : learning rate : 0.0001
2024-03-19 20:49:54 : activation function : sigmoid
2024-03-19 20:49:54 : loss function : mean_squared_error
2024-03-19 20:49:54 : Optimizer : None

2024-03-19 20:49:54 : The accuracy and error with respect to the epochs
Epoch : 1 	 Error : 3.198612 	 Accuracy : 0.368263
Epoch : 2 	 Error : 1.064581 	 Accuracy : 0.368263
Epoch : 3 	 Error : 0.465063 	 Accuracy : 0.368263
Epoch : 4 	 Error : 0.296836 	 Accuracy : 0.368263
Epoch : 5 	 Error : 0.249795 	 Accuracy : 0.631737
Epoch : 6 	 Error : 0.23673 	 Accuracy : 0.631737
Epoch : 7 	 Error : 0.233148 	 Accuracy : 0.631737
Epoch : 8 	 Error : 0.232191 	 Accuracy : 0.631737
Epoch : 9 	 Error : 0.231949 	 Accuracy : 0.631737
Epoch : 10 	 Error : 0.231895 	 Accuracy : 0.631737
Epoch : 11 	 Error : 0.231886 	 Accuracy : 0.631737
Epoch : 12 	 Error : 0.231887 	 Accuracy : 0.631737
Epoch : 13 	 Error : 0.231889 	 Accuracy : 0.631737
Epoch : 14 	 Error : 0.231889 	 Accuracy : 0.631737
Epoch : 15 	 Error : 0.231889 	 Accuracy : 0.631737
Epoch : 16 	 Error : 0.231888 	 Accuracy : 0.631737
Epoch : 17 	 Error : 0.231887 	 Accuracy : 0.631737
Epoch : 18 	 Error : 0.231886 	 Accuracy : 0.631737
Epoch : 19 	 Error : 0.231885 	 Accuracy : 0.631737
Epoch : 20 	 Error : 0.231884 	 Accuracy : 0.631737
Epoch : 21 	 Error : 0.231882 	 Accuracy : 0.631737
Epoch : 22 	 Error : 0.231881 	 Accuracy : 0.631737
Epoch : 23 	 Error : 0.231879 	 Accuracy : 0.631737
Epoch : 24 	 Error : 0.231878 	 Accuracy : 0.631737
Epoch : 25 	 Error : 0.231877 	 Accuracy : 0.631737
Epoch : 26 	 Error : 0.231875 	 Accuracy : 0.631737
Epoch : 27 	 Error : 0.231874 	 Accuracy : 0.631737
Epoch : 28 	 Error : 0.231873 	 Accuracy : 0.631737
Epoch : 29 	 Error : 0.231871 	 Accuracy : 0.631737
Epoch : 30 	 Error : 0.23187 	 Accuracy : 0.631737
Epoch : 31 	 Error : 0.231868 	 Accuracy : 0.631737
Epoch : 32 	 Error : 0.231867 	 Accuracy : 0.631737
Epoch : 33 	 Error : 0.231866 	 Accuracy : 0.631737
Epoch : 34 	 Error : 0.231864 	 Accuracy : 0.631737
Epoch : 35 	 Error : 0.231863 	 Accuracy : 0.631737
Epoch : 36 	 Error : 0.231862 	 Accuracy : 0.631737
Epoch : 37 	 Error : 0.23186 	 Accuracy : 0.631737
Epoch : 38 	 Error : 0.231859 	 Accuracy : 0.631737
Epoch : 39 	 Error : 0.231857 	 Accuracy : 0.631737
Epoch : 40 	 Error : 0.231856 	 Accuracy : 0.631737
Epoch : 41 	 Error : 0.231855 	 Accuracy : 0.631737
Epoch : 42 	 Error : 0.231853 	 Accuracy : 0.631737
Epoch : 43 	 Error : 0.231852 	 Accuracy : 0.631737
Epoch : 44 	 Error : 0.23185 	 Accuracy : 0.631737
Epoch : 45 	 Error : 0.231849 	 Accuracy : 0.631737
Epoch : 46 	 Error : 0.231848 	 Accuracy : 0.631737
Epoch : 47 	 Error : 0.231846 	 Accuracy : 0.631737
Epoch : 48 	 Error : 0.231845 	 Accuracy : 0.631737
Epoch : 49 	 Error : 0.231843 	 Accuracy : 0.631737
Epoch : 50 	 Error : 0.231842 	 Accuracy : 0.631737
Epoch : 51 	 Error : 0.231841 	 Accuracy : 0.631737
Epoch : 52 	 Error : 0.231839 	 Accuracy : 0.631737
Epoch : 53 	 Error : 0.231838 	 Accuracy : 0.631737
Epoch : 54 	 Error : 0.231836 	 Accuracy : 0.631737
Epoch : 55 	 Error : 0.231835 	 Accuracy : 0.631737
Epoch : 56 	 Error : 0.231834 	 Accuracy : 0.631737
Epoch : 57 	 Error : 0.231832 	 Accuracy : 0.631737
Epoch : 58 	 Error : 0.231831 	 Accuracy : 0.631737
Epoch : 59 	 Error : 0.23183 	 Accuracy : 0.631737
Epoch : 60 	 Error : 0.231828 	 Accuracy : 0.631737
Epoch : 61 	 Error : 0.231827 	 Accuracy : 0.631737
Epoch : 62 	 Error : 0.231825 	 Accuracy : 0.631737
Epoch : 63 	 Error : 0.231824 	 Accuracy : 0.631737
Epoch : 64 	 Error : 0.231823 	 Accuracy : 0.631737
Epoch : 65 	 Error : 0.231821 	 Accuracy : 0.631737
Epoch : 66 	 Error : 0.23182 	 Accuracy : 0.631737
Epoch : 67 	 Error : 0.231818 	 Accuracy : 0.631737
Epoch : 68 	 Error : 0.231817 	 Accuracy : 0.631737
Epoch : 69 	 Error : 0.231816 	 Accuracy : 0.631737
Epoch : 70 	 Error : 0.231814 	 Accuracy : 0.631737
Epoch : 71 	 Error : 0.231813 	 Accuracy : 0.631737
Epoch : 72 	 Error : 0.231811 	 Accuracy : 0.631737
Epoch : 73 	 Error : 0.23181 	 Accuracy : 0.631737
Epoch : 74 	 Error : 0.231809 	 Accuracy : 0.631737
Epoch : 75 	 Error : 0.231807 	 Accuracy : 0.631737
Epoch : 76 	 Error : 0.231806 	 Accuracy : 0.631737
Epoch : 77 	 Error : 0.231804 	 Accuracy : 0.631737
Epoch : 78 	 Error : 0.231803 	 Accuracy : 0.631737
Epoch : 79 	 Error : 0.231801 	 Accuracy : 0.631737
Epoch : 80 	 Error : 0.2318 	 Accuracy : 0.631737
Epoch : 81 	 Error : 0.231799 	 Accuracy : 0.631737
Epoch : 82 	 Error : 0.231797 	 Accuracy : 0.631737
Epoch : 83 	 Error : 0.231796 	 Accuracy : 0.631737
Epoch : 84 	 Error : 0.231794 	 Accuracy : 0.631737
Epoch : 85 	 Error : 0.231793 	 Accuracy : 0.631737
Epoch : 86 	 Error : 0.231792 	 Accuracy : 0.631737
Epoch : 87 	 Error : 0.23179 	 Accuracy : 0.631737
Epoch : 88 	 Error : 0.231789 	 Accuracy : 0.631737
Epoch : 89 	 Error : 0.231787 	 Accuracy : 0.631737
Epoch : 90 	 Error : 0.231786 	 Accuracy : 0.631737
Epoch : 91 	 Error : 0.231785 	 Accuracy : 0.631737
Epoch : 92 	 Error : 0.231783 	 Accuracy : 0.631737
Epoch : 93 	 Error : 0.231782 	 Accuracy : 0.631737
Epoch : 94 	 Error : 0.23178 	 Accuracy : 0.631737
Epoch : 95 	 Error : 0.231779 	 Accuracy : 0.631737
Epoch : 96 	 Error : 0.231777 	 Accuracy : 0.631737
Epoch : 97 	 Error : 0.231776 	 Accuracy : 0.631737
Epoch : 98 	 Error : 0.231775 	 Accuracy : 0.631737
Epoch : 99 	 Error : 0.231773 	 Accuracy : 0.631737
Epoch : 100 	 Error : 0.231772 	 Accuracy : 0.631737
Epoch : 101 	 Error : 0.23177 	 Accuracy : 0.631737
Epoch : 102 	 Error : 0.231769 	 Accuracy : 0.631737
Epoch : 103 	 Error : 0.231768 	 Accuracy : 0.631737
Epoch : 104 	 Error : 0.231766 	 Accuracy : 0.631737
Epoch : 105 	 Error : 0.231765 	 Accuracy : 0.631737
Epoch : 106 	 Error : 0.231763 	 Accuracy : 0.631737
Epoch : 107 	 Error : 0.231762 	 Accuracy : 0.631737
Epoch : 108 	 Error : 0.23176 	 Accuracy : 0.631737
