2024-03-19 20:57:14 : scalar : MinMaxScalar
2024-03-19 20:57:14 : train test split : 0.25
2024-03-19 20:57:14 : random state : 15
2024-03-19 20:57:14 : epochs : 1000
2024-03-19 20:57:14 : learning rate : 0.0001
2024-03-19 20:57:14 : activation function : relu
2024-03-19 20:57:14 : loss function : mean_squared_error
2024-03-19 20:57:14 : Optimizer : AdaGrad

2024-03-19 20:57:14 : The accuracy and error with respect to the epochs
Epoch : 1 	 Error : 59.915579 	 Accuracy : 0.368263
Epoch : 2 	 Error : 5.153686 	 Accuracy : 0.368263
Epoch : 3 	 Error : 1.249724 	 Accuracy : 0.33982
Epoch : 4 	 Error : 0.534919 	 Accuracy : 0.33982
Epoch : 5 	 Error : 0.351401 	 Accuracy : 0.570359
Epoch : 6 	 Error : 0.303156 	 Accuracy : 0.586826
Epoch : 7 	 Error : 0.288688 	 Accuracy : 0.598802
Epoch : 8 	 Error : 0.282283 	 Accuracy : 0.600299
Epoch : 9 	 Error : 0.277978 	 Accuracy : 0.601796
Epoch : 10 	 Error : 0.27429 	 Accuracy : 0.601796
Epoch : 11 	 Error : 0.270885 	 Accuracy : 0.601796
Epoch : 12 	 Error : 0.267671 	 Accuracy : 0.601796
Epoch : 13 	 Error : 0.264701 	 Accuracy : 0.601796
Epoch : 14 	 Error : 0.261969 	 Accuracy : 0.601796
Epoch : 15 	 Error : 0.259423 	 Accuracy : 0.607784
Epoch : 16 	 Error : 0.257275 	 Accuracy : 0.609281
Epoch : 17 	 Error : 0.255384 	 Accuracy : 0.609281
Epoch : 18 	 Error : 0.253547 	 Accuracy : 0.610778
Epoch : 19 	 Error : 0.251785 	 Accuracy : 0.610778
Epoch : 20 	 Error : 0.25007 	 Accuracy : 0.612275
Epoch : 21 	 Error : 0.248394 	 Accuracy : 0.612275
Epoch : 22 	 Error : 0.246756 	 Accuracy : 0.612275
Epoch : 23 	 Error : 0.245157 	 Accuracy : 0.612275
Epoch : 24 	 Error : 0.243596 	 Accuracy : 0.613772
Epoch : 25 	 Error : 0.242068 	 Accuracy : 0.615269
Epoch : 26 	 Error : 0.24058 	 Accuracy : 0.615269
Epoch : 27 	 Error : 0.239131 	 Accuracy : 0.616766
Epoch : 28 	 Error : 0.237714 	 Accuracy : 0.618263
Epoch : 29 	 Error : 0.236326 	 Accuracy : 0.61976
Epoch : 30 	 Error : 0.234965 	 Accuracy : 0.61976
Epoch : 31 	 Error : 0.233631 	 Accuracy : 0.622754
Epoch : 32 	 Error : 0.232323 	 Accuracy : 0.622754
Epoch : 33 	 Error : 0.231042 	 Accuracy : 0.621257
Epoch : 34 	 Error : 0.229787 	 Accuracy : 0.621257
Epoch : 35 	 Error : 0.228556 	 Accuracy : 0.624251
Epoch : 36 	 Error : 0.227348 	 Accuracy : 0.624251
Epoch : 37 	 Error : 0.226164 	 Accuracy : 0.624251
Epoch : 38 	 Error : 0.225002 	 Accuracy : 0.624251
Epoch : 39 	 Error : 0.223862 	 Accuracy : 0.624251
Epoch : 40 	 Error : 0.222743 	 Accuracy : 0.625749
Epoch : 41 	 Error : 0.221644 	 Accuracy : 0.625749
Epoch : 42 	 Error : 0.220566 	 Accuracy : 0.628743
Epoch : 43 	 Error : 0.2195 	 Accuracy : 0.631737
Epoch : 44 	 Error : 0.218457 	 Accuracy : 0.636228
Epoch : 45 	 Error : 0.217435 	 Accuracy : 0.640719
Epoch : 46 	 Error : 0.216431 	 Accuracy : 0.642216
Epoch : 47 	 Error : 0.215446 	 Accuracy : 0.64521
Epoch : 48 	 Error : 0.214479 	 Accuracy : 0.648204
Epoch : 49 	 Error : 0.21353 	 Accuracy : 0.669162
Epoch : 50 	 Error : 0.212598 	 Accuracy : 0.667665
Epoch : 51 	 Error : 0.211683 	 Accuracy : 0.666168
Epoch : 52 	 Error : 0.210785 	 Accuracy : 0.666168
Epoch : 53 	 Error : 0.209904 	 Accuracy : 0.670659
Epoch : 54 	 Error : 0.20904 	 Accuracy : 0.673653
Epoch : 55 	 Error : 0.208191 	 Accuracy : 0.673653
Epoch : 56 	 Error : 0.207357 	 Accuracy : 0.67515
Epoch : 57 	 Error : 0.206539 	 Accuracy : 0.678144
Epoch : 58 	 Error : 0.205734 	 Accuracy : 0.679641
Epoch : 59 	 Error : 0.204945 	 Accuracy : 0.678144
Epoch : 60 	 Error : 0.204169 	 Accuracy : 0.678144
Epoch : 61 	 Error : 0.203407 	 Accuracy : 0.678144
Epoch : 62 	 Error : 0.202659 	 Accuracy : 0.679641
Epoch : 63 	 Error : 0.201924 	 Accuracy : 0.682635
Epoch : 64 	 Error : 0.201202 	 Accuracy : 0.685629
Epoch : 65 	 Error : 0.200492 	 Accuracy : 0.685629
Epoch : 66 	 Error : 0.199796 	 Accuracy : 0.688623
Epoch : 67 	 Error : 0.19911 	 Accuracy : 0.691617
Epoch : 68 	 Error : 0.198436 	 Accuracy : 0.697605
Epoch : 69 	 Error : 0.197774 	 Accuracy : 0.699102
Epoch : 70 	 Error : 0.197122 	 Accuracy : 0.702096
Epoch : 71 	 Error : 0.196481 	 Accuracy : 0.702096
Epoch : 72 	 Error : 0.195852 	 Accuracy : 0.703593
Epoch : 73 	 Error : 0.195234 	 Accuracy : 0.703593
Epoch : 74 	 Error : 0.194626 	 Accuracy : 0.70509
Epoch : 75 	 Error : 0.194028 	 Accuracy : 0.706587
Epoch : 76 	 Error : 0.193442 	 Accuracy : 0.709581
