2024-03-19 20:43:31 : scalar : MinMaxScalar
2024-03-19 20:43:31 : train test split : 0.25
2024-03-19 20:43:31 : random state : 15
2024-03-19 20:43:31 : epochs : 1000
2024-03-19 20:43:31 : learning rate : 0.001
2024-03-19 20:43:31 : activation function : tanh
2024-03-19 20:43:31 : loss function : mean_squared_error
2024-03-19 20:43:31 : Optimizer : SGDMomentum

2024-03-19 20:43:31 : The accuracy and error with respect to the epochs
Epoch : 1 	 Error : 0.369688 	 Accuracy : 0.631737
Epoch : 2 	 Error : 0.33812 	 Accuracy : 0.631737
Epoch : 3 	 Error : 0.338063 	 Accuracy : 0.631737
Epoch : 4 	 Error : 0.33801 	 Accuracy : 0.631737
Epoch : 5 	 Error : 0.337954 	 Accuracy : 0.631737
Epoch : 6 	 Error : 0.337891 	 Accuracy : 0.631737
Epoch : 7 	 Error : 0.337809 	 Accuracy : 0.631737
Epoch : 8 	 Error : 0.337688 	 Accuracy : 0.631737
Epoch : 9 	 Error : 0.337474 	 Accuracy : 0.631737
Epoch : 10 	 Error : 0.336922 	 Accuracy : 0.631737
Epoch : 11 	 Error : 0.327024 	 Accuracy : 0.631737
Epoch : 12 	 Error : 0.247514 	 Accuracy : 0.778443
Epoch : 13 	 Error : 0.20396 	 Accuracy : 0.80988
Epoch : 14 	 Error : 0.204614 	 Accuracy : 0.80988
Epoch : 15 	 Error : 0.204942 	 Accuracy : 0.80988
Epoch : 16 	 Error : 0.204981 	 Accuracy : 0.80988
Epoch : 17 	 Error : 0.204601 	 Accuracy : 0.811377
Epoch : 18 	 Error : 0.203704 	 Accuracy : 0.815868
Epoch : 19 	 Error : 0.19637 	 Accuracy : 0.767964
Epoch : 20 	 Error : 0.192062 	 Accuracy : 0.772455
Epoch : 21 	 Error : 0.191322 	 Accuracy : 0.76497
Epoch : 22 	 Error : 0.190782 	 Accuracy : 0.76497
Epoch : 23 	 Error : 0.190267 	 Accuracy : 0.763473
Epoch : 24 	 Error : 0.189736 	 Accuracy : 0.763473
Epoch : 25 	 Error : 0.189164 	 Accuracy : 0.763473
Epoch : 26 	 Error : 0.188498 	 Accuracy : 0.763473
Epoch : 27 	 Error : 0.187577 	 Accuracy : 0.76497
Epoch : 28 	 Error : 0.184969 	 Accuracy : 0.747006
Epoch : 29 	 Error : 0.171485 	 Accuracy : 0.747006
Epoch : 30 	 Error : 0.170832 	 Accuracy : 0.747006
Epoch : 31 	 Error : 0.169698 	 Accuracy : 0.745509
Epoch : 32 	 Error : 0.168976 	 Accuracy : 0.745509
Epoch : 33 	 Error : 0.168458 	 Accuracy : 0.745509
Epoch : 34 	 Error : 0.168035 	 Accuracy : 0.745509
Epoch : 35 	 Error : 0.167656 	 Accuracy : 0.745509
Epoch : 36 	 Error : 0.167294 	 Accuracy : 0.745509
Epoch : 37 	 Error : 0.166933 	 Accuracy : 0.745509
Epoch : 38 	 Error : 0.166564 	 Accuracy : 0.745509
Epoch : 39 	 Error : 0.166181 	 Accuracy : 0.747006
Epoch : 40 	 Error : 0.165781 	 Accuracy : 0.748503
Epoch : 41 	 Error : 0.165362 	 Accuracy : 0.748503
Epoch : 42 	 Error : 0.164924 	 Accuracy : 0.748503
Epoch : 43 	 Error : 0.164467 	 Accuracy : 0.747006
Epoch : 44 	 Error : 0.163991 	 Accuracy : 0.75
Epoch : 45 	 Error : 0.1635 	 Accuracy : 0.75
Epoch : 46 	 Error : 0.163002 	 Accuracy : 0.760479
Epoch : 47 	 Error : 0.162512 	 Accuracy : 0.766467
Epoch : 48 	 Error : 0.162051 	 Accuracy : 0.770958
Epoch : 49 	 Error : 0.161637 	 Accuracy : 0.773952
Epoch : 50 	 Error : 0.16128 	 Accuracy : 0.776946
Epoch : 51 	 Error : 0.160978 	 Accuracy : 0.775449
Epoch : 52 	 Error : 0.160722 	 Accuracy : 0.773952
Epoch : 53 	 Error : 0.1605 	 Accuracy : 0.770958
Epoch : 54 	 Error : 0.160304 	 Accuracy : 0.770958
Epoch : 55 	 Error : 0.160125 	 Accuracy : 0.770958
Epoch : 56 	 Error : 0.159961 	 Accuracy : 0.769461
Epoch : 57 	 Error : 0.159808 	 Accuracy : 0.770958
Epoch : 58 	 Error : 0.159665 	 Accuracy : 0.770958
Epoch : 59 	 Error : 0.159533 	 Accuracy : 0.773952
Epoch : 60 	 Error : 0.159409 	 Accuracy : 0.773952
Epoch : 61 	 Error : 0.159293 	 Accuracy : 0.773952
Epoch : 62 	 Error : 0.159185 	 Accuracy : 0.773952
Epoch : 63 	 Error : 0.159084 	 Accuracy : 0.773952
Epoch : 64 	 Error : 0.158989 	 Accuracy : 0.773952
Epoch : 65 	 Error : 0.1589 	 Accuracy : 0.775449
Epoch : 66 	 Error : 0.158816 	 Accuracy : 0.776946
Epoch : 67 	 Error : 0.158737 	 Accuracy : 0.778443
Epoch : 68 	 Error : 0.158662 	 Accuracy : 0.778443
Epoch : 69 	 Error : 0.158591 	 Accuracy : 0.776946
Epoch : 70 	 Error : 0.158523 	 Accuracy : 0.767964
Epoch : 71 	 Error : 0.158458 	 Accuracy : 0.767964
Epoch : 72 	 Error : 0.158396 	 Accuracy : 0.767964
Epoch : 73 	 Error : 0.158337 	 Accuracy : 0.767964
Epoch : 74 	 Error : 0.158281 	 Accuracy : 0.767964
Epoch : 75 	 Error : 0.158227 	 Accuracy : 0.766467
Epoch : 76 	 Error : 0.158175 	 Accuracy : 0.766467
Epoch : 77 	 Error : 0.158125 	 Accuracy : 0.766467
Epoch : 78 	 Error : 0.158078 	 Accuracy : 0.766467
Epoch : 79 	 Error : 0.158032 	 Accuracy : 0.767964
Epoch : 80 	 Error : 0.157988 	 Accuracy : 0.766467
Epoch : 81 	 Error : 0.157946 	 Accuracy : 0.766467
Epoch : 82 	 Error : 0.157905 	 Accuracy : 0.766467
Epoch : 83 	 Error : 0.157866 	 Accuracy : 0.763473
Epoch : 84 	 Error : 0.157829 	 Accuracy : 0.763473
Epoch : 85 	 Error : 0.157793 	 Accuracy : 0.763473
Epoch : 86 	 Error : 0.157758 	 Accuracy : 0.763473
Epoch : 87 	 Error : 0.157725 	 Accuracy : 0.763473
